pano,ons_const_id,constituency_name,Con_Margin,intermediate_step,Incumbency_Status,country,region,constituency_type,winner_17,con_17,lab_17,ld_17,snp_17,pc_17,ukip_17,green_17,other_17,majority_17,turnout_17,con_vote_17,lab_vote_17,ld_vote_17,snp_vote_17,pc_vote_17,ukip_vote_17,green_vote_17,total_vote_17,rejected_vote_17,electorate_17,seat_change_1517,con_1517,lab_1517,ld_1517,snp_1517,pc_1517,ukip_1517,green_1517,winner_15,con_15,lab_15,ld_15,snp_15,pc_15,ukip_15,green_15,other_15,majority_15,turnout_15,con_vote_15,lab_vote_15,ld_vote_15,snp_vote_15,pc_vote_15,ukip_vote_15,green_vote_15,bnp_vote_15,total_vote_15,rejected_vote_15,electorate_15,seat_change_1015,con_1015,lab_1015,ld_1015,snp_1015,pc_1015,ukip_1015,green_1015,winner_10,con_10,lab_10,ld_10,snp_10,pc_10,ukip_10,green_10,bnp_10,majority_10,turn_10,con_vote_10,lab_vote_10,ld_vote_10,snp_vote_10,pc_vote_10,ukip_vote_10,green_vote_10,bnp_vote_10,total_vote_10,electorate_10,leave_hanretty,remain_hanretty,con_ppc_17,con_ppc_sex_17,lab_ppc_17,lab_ppc_sex_17,ld_ppc_17,ld_ppc_sex_17,snp_ppc_17,snp_ppc_sex_17,pc_ppc_17,pc_ppc_sex_17,ukip_ppc_17,ukip_ppc_sex_17,green_ppc_17,green_ppc_sex_17,con_ppc_15,con_ppc_sex_15,con_ppc_race_15,lab_ppc_15,lab_ppc_sex_15,lab_ppc_race_15,ld_ppc_15,ld_ppc_sex_15,ld_ppc_race_15,snp_ppc_15,snp_ppc_sex_15,snp_ppc_race_15,pc_ppc_15,pc_ppc_sex_15,pc_ppc_race_15,ukip_ppc_15,ukip_ppc_sex_15,ukip_ppc_race_15,green_ppc_15,green_ppc_sex_15,green_ppc_race_15
286,E14000726,Hammersmith,-13.59049208,1,-1,England,London,Borough,Labour,28.17882569,63.87315318,5.362474164,NA,NA,0.970297788,1.531041874,0.084207303,35.69432749,71.77176765,14724,33375,2802,NA,NA,507,800,52252,131,72803,NA,-8.232767303,13.87106811,0.725276499,NA,NA,-3.418776441,-2.858032355,Labour,36.41159299,50.00208507,4.637197665,NA,NA,4.389074229,4.389074229,0.170975813,13.59049208,66.37694799,17463,23981,2224,NA,NA,2105,2105,NA,47960,170,72254,NA,0.031592994,6.152085071,-11.31280234,NA,NA,3.229074229,2.919074229,Labour,36.38,43.85,15.95,NA,NA,1.16,1.47,0.91,7.5,65.6,17261,20810,7567,NA,NA,551,696,432,47452,72348,31.31363377,68.68636623,"Dewhirst, Charlie",Man,"Slaughter, Andy",Man,"Onstad, Joyce",Woman,NA,NA,NA,NA,"Bovill, Jack",Man,"Horn, Alex",Man,"Dewhirst, Charlie",Man,White,"Slaughter, Andy",Man,White,"Scott, Millicent Ragnhild Helen",Woman,White,NA,NA,NA,NA,NA,NA,"Wood, Richard",Man,White,"Akan, David Recep",Man,White
287,E14000680,East Hampshire,48.68826115,1,1,England,South East,County,Conservative,63.64243431,16.98491193,15.16568005,NA,NA,NA,3.176436616,1.030537107,46.65752238,74.72319996,35263,9411,8403,NA,NA,NA,1760,55408,159,74151,NA,2.975238426,6.878230287,4.067691702,NA,NA,-11.97893473,-2.972762788,Conservative,60.66719588,10.10668164,11.09798834,NA,NA,11.97893473,6.149199404,NA,48.68826115,72.66933056,31334,5220,5732,NA,NA,6187,3176,NA,51649,218,71074,NA,3.88719588,2.22668164,-19.38201166,NA,NA,9.098934733,6.149199404,Conservative,56.78,7.88,30.48,NA,NA,2.88,NA,NA,26.3,71,29137,4043,15640,NA,NA,1477,NA,NA,51317,72262,49.27436942,50.72563058,"Hinds, Damian",Man,"Dasgupta, Rohit",Man,"Robinson, Richard",Man,NA,NA,NA,NA,NA,NA,"Knight, Richard",Man,"Hinds, Damian",Man,White,"Wilks, Alex",Man,White,"Robinson, Richard Anthony",Man,White,NA,NA,NA,NA,NA,NA,"Ballie, Peter",Man,White,"Bisset, Peter Grant",Man,White
288,E14000844,North East Hampshire,55.4,1,1,England,South East,County,Conservative,65.514429,17.32174154,12.12452496,NA,NA,1.841150849,2.561299391,0.636854252,48.19268746,77.27284917,37754,9982,6987,NA,NA,1061,1476,57627,121,74576,NA,-0.361496926,7.525445248,1.648599036,NA,NA,-6.921812114,-1.816478387,Conservative,65.87592593,9.796296296,10.47592593,NA,NA,8.762962963,4.377777778,0.711111111,55.4,70.20463351,35573,5290,5657,NA,NA,4732,2364,NA,54000,198,76918,NA,5.285925926,0.026296296,-14.98407407,NA,NA,4.582962963,4.377777778,Conservative,60.59,9.77,25.46,NA,NA,4.18,NA,NA,35.1,73.3,32075,5173,13478,NA,NA,2213,NA,NA,52939,72196,46.17891358,53.82108642,"Jayawardena, Ranil",Man,"Jones, Barry",Man,"Cockarill, Graham",Man,NA,NA,NA,NA,"Gascoigne, Mike",Man,"Spradbery, Chas",Man,"Jayawardena, Ranil Malcolm",Man,BME,"Hussain, Amran Justin Matheo",Man,BME,"Cockarill, Graham",Man,White,NA,NA,NA,NA,NA,NA,"Blay, Robert John Charles",Man,White,"Johnston, Andrew Graham",Man,White
289,E14000857,North West Hampshire,43.37892925,1,1,England,South East,County,Conservative,62.05506023,23.46695705,9.712107806,NA,NA,2.496086572,2.269788335,NA,38.58810318,72.17487413,36471,13792,5708,NA,NA,1467,1334,58772,108,81430,NA,3.984582834,10.16502753,0.379740744,NA,NA,-12.19546158,-2.333889535,Conservative,58.0704774,13.30192952,9.332367062,NA,NA,14.69154815,4.603677869,NA,43.37892925,69.67042399,32052,7342,5151,NA,NA,8109,2541,NA,55195,200,79223,NA,-0.239522602,0.201929523,-14.10763294,NA,NA,9.531548147,4.603677869,Conservative,58.31,13.1,23.44,NA,NA,5.16,NA,NA,34.9,70.1,31072,6980,12489,NA,NA,2751,NA,NA,53292,75701,54.75487561,45.24512439,"Malthouse, Kit",Man,"Fitchet, Andy",Man,"Payton, Alex",Man,NA,NA,NA,NA,"Clark, Roger",Man,"Hill, Dan",Man,"Malthouse, Kit",Man,White,"Adams, Andrew Timothy",Man,White,"Payton, Alexander Clifford Basil Lee",Man,White,NA,NA,NA,NA,NA,NA,"Perkins, Sue",Woman,White,"Hill, Dan",Man,White
290,E14000727,Hampstead and Kilburn,-2.108813283,1,-1,England,London,Borough,Labour,32.36598353,59.00662592,7.019706542,NA,NA,NA,1.270395672,0.337288339,26.64064239,70.4063551,18904,34464,4100,NA,NA,NA,742,58407,165,82957,NA,-9.956676021,14.57515308,1.388174409,NA,NA,-2.838929657,-3.152923578,Labour,42.32265955,44.43147283,5.631532133,NA,NA,2.838929657,4.42331925,0.352086576,2.108813283,67.29097824,22839,23977,3039,NA,NA,1532,2387,NA,53964,184,80195,NA,9.592659551,11.62147283,-25.58846787,NA,NA,2.068929657,2.98331925,Labour,32.73,32.81,31.22,NA,NA,0.77,1.44,0.62,0.1,66.3,17290,17332,16491,NA,NA,408,759,328,52822,80373,23.72531934,76.27468066,"Leyland, Claire-Louise",Woman,"Siddiq, Tulip",Woman,"Allan, Kirsty",Woman,NA,NA,NA,NA,NA,NA,"Mansook, John",Man,"Marcus, Simon",Man,White,"Siddiq, Tulip",Woman,BME,"Nawaz, Maajid",Man,BME,NA,NA,NA,NA,NA,NA,"Neilsen, Magnus",Man,White,"Johnson, Rebecca",Woman,White
291,E14000728,Harborough,37.41495302,0,0,England,East Midlands,County,Conservative,52.31952498,30.74065072,12.64974478,NA,NA,2.362929268,1.927150248,NA,21.57887427,73.08463393,30135,17706,7286,NA,NA,1361,1110,57598,118,78810,NA,-0.423895191,15.41218356,-0.761472842,NA,NA,-12.00500731,-2.221808224,Conservative,52.74342017,15.32846715,13.41121762,NA,NA,14.36793657,4.148958472,NA,37.41495302,67.47813786,27675,8043,7037,NA,NA,7539,2177,NA,52471,210,77760,NA,3.793420175,2.618467153,-17.70878238,NA,NA,11.70793657,4.148958472,Conservative,48.95,12.71,31.12,NA,NA,2.66,NA,3.12,17.8,70.5,26894,6981,17097,NA,NA,1462,NA,1715,54945,77917,52.36640286,47.63359714,"O'Brien, Neil",Man,"Thomas, Andy",Man,"Haq, Zuffar",Man,NA,NA,NA,NA,"Khong, Teck",Man,"Woodiwiss, Darren",Man,"Garnier, Edward Henry",Man,White,"Meghani, Sundip",Man,BME,"Haq, Zuffar Iqval",Man,BME,NA,NA,NA,NA,NA,NA,"Hunt, Marc James",Man,White,"Woodiwiss, Darren Neil",Man,White
292,E14000729,Harlow,18.86963006,1,1,England,East of England,County,Conservative,54.02934487,38.35124649,2.162957677,NA,NA,3.984747804,1.471703162,2.84217E-14,15.67809838,66.24322368,24230,17199,970,NA,NA,1787,660,44846,75,67699,NA,5.164912427,8.356444111,0.120065991,NA,NA,-12.30414962,-0.684180321,Conservative,48.86443244,29.99480238,2.042891686,NA,NA,16.28889743,2.155883483,0.653092585,18.86963006,65.08074242,21623,13273,904,NA,NA,7208,954,NA,44251,125,67994,NA,3.984432442,-3.655197623,-11.60710831,NA,NA,12.65889743,2.155883483,Conservative,44.88,33.65,13.65,NA,NA,3.63,NA,3.96,11.2,65.1,19691,14766,5990,NA,NA,1591,NA,1739,43878,67583,67.73231788,32.26768212,"Halfon, Robert",Man,"Waite, Phil",Man,"Seef, Geoffrey",Man,NA,NA,NA,NA,"Gough, Mark",Man,"Clare, Hannah",Woman,"Halfon, Robert Henry",Man,White,"Stride, Suzie",Woman,White,"Seeff, Geoffrey",Man,White,NA,NA,NA,NA,NA,NA,"Stopplecamp, Sam",Man,White,"Sackwild, Murray Andrew-Michael",Man,White
293,E14000730,Harrogate and Knaresborough,30.67108813,1,1,England,Yorkshire and The Humber,County,Conservative,55.47585478,20.08283398,23.45611562,NA,NA,NA,NA,0.985195629,32.01973916,73.42132505,31477,11395,13309,NA,NA,NA,NA,56740,139,77280,NA,2.73117552,9.949065994,1.382524488,NA,NA,-10.64336031,-4.404601319,Conservative,52.74467926,10.13376799,22.07359113,NA,NA,10.64336031,4.404601319,NA,30.67108813,69.85655952,28153,5409,11782,NA,NA,5681,2351,NA,53376,138,76408,NA,7.004679257,3.713767986,-21.71640887,NA,NA,8.653360312,4.404601319,Conservative,45.74,6.42,43.79,NA,NA,1.99,NA,2.06,2,70.6,24305,3413,23266,NA,NA,1056,NA,1094,53134,74760,47.17935509,52.82064491,"Jones, Andrew",Man,"Sewards, Mark",Man,"Flynn, Helen",Woman,NA,NA,NA,NA,NA,NA,NA,NA,"Jones, Andrew Hansen",Man,White,"Williams, Jan",Woman,White,"Flynn, Helen",Woman,White,NA,NA,NA,NA,NA,NA,"Simister, David",Man,White,"Oakes, Shan",Woman,White
294,E14000731,Harrow East,9.708163265,1,1,England,London,Borough,Conservative,49.42275543,45.96715508,3.093716196,NA,NA,NA,1.516373291,NA,3.455600354,70.85917358,25129,23372,1573,NA,NA,NA,771,50845,142,71755,NA,-0.92010171,5.332461202,0.977389666,NA,NA,-4.76122449,-0.210157321,Conservative,50.34285714,40.63469388,2.116326531,NA,NA,4.76122449,1.726530612,0.418367347,9.708163265,69.03255801,24668,19911,1037,NA,NA,2333,846,NA,49000,143,70981,NA,5.692857143,3.074693878,-12.15367347,NA,NA,2.89122449,0.076530612,Conservative,44.65,37.56,14.27,NA,NA,1.87,1.65,NA,7.1,70,21435,18032,6850,NA,NA,896,793,NA,48006,71510,47.47858454,52.52141546,"Blackman, Bob",Man,"Shah, Navin",Man,"Bernard, Adam",Man,NA,NA,NA,NA,NA,NA,"Wallace, Emma",Woman,"Blackman, Bob",Man,White,"Kumaran, Uma",Woman,BME,"Barlow, Ross Samuel",Man,White,NA,NA,NA,NA,NA,NA,"Powlesland, Aidan",Man,White,"Wallace, Emma",Woman,White
295,E14000732,Harrow West,-4.73789241,1,-1,England,London,Borough,Labour,34.40770529,60.84797935,2.516135438,NA,NA,0.933373051,1.294806871,NA,26.44027405,72.1449346,17326,30640,1267,NA,NA,470,652,50355,128,69797,NA,-7.814898403,13.88748324,-0.846309039,NA,NA,-3.459048037,-1.516170963,Labour,42.2226037,46.96049611,3.362444478,NA,NA,4.392421089,2.810977834,0.251056799,4.73789241,66.9160301,19677,21885,1567,NA,NA,2047,1310,NA,46603,136,69644,NA,5.432603695,3.350496105,-12.80755552,NA,NA,2.322421089,1.450977834,Labour,36.79,43.61,16.17,NA,NA,2.07,1.36,NA,6.8,64.5,16968,20111,7458,NA,NA,954,625,NA,46116,68554,45.05624317,54.94375683,"David, Hannah",Woman,"Thomas, Gareth",Man,"Noyce, Christopher",Man,NA,NA,NA,NA,"Alagaratnam, Rathy",Woman,"Langley, Rowan",Man,"David, Hannah",Woman,White,"Thomas, Gareth Richard",Man,White,"Noyce, Christopher David",Man,White,NA,NA,NA,NA,NA,NA,"Bhatti, Mohammed Ali",Man,BME,"Langley, Rowan Nicholas Charles",Man,White
296,E14000733,Hartlepool,-14.73790833,0,0,England,North East,Borough,Labour,34.22732162,52.51344568,1.783195889,NA,NA,11.47603681,NA,NA,18.28612406,59.1574988,14319,21969,746,NA,NA,4801,NA,41835,86,70718,NA,13.320763,16.86897873,-0.143874256,NA,NA,-16.5107953,-3.395796404,Labour,20.90655862,35.64446695,1.927070144,NA,NA,27.98683211,3.395796404,10.13927577,7.657634844,56.45703175,8256,14076,761,NA,NA,11052,1341,NA,39490,112,69947,NA,-7.223441378,-6.895533046,-15.15292986,NA,NA,20.97683211,3.395796404,Labour,28.13,42.54,17.08,NA,NA,7.01,NA,5.24,14.4,55.5,10758,16267,6533,NA,NA,2682,NA,2002,38242,68927,69.56832972,30.43167028,"Jackson, Carl",Man,"Hill, Mike",Man,"Hagon, Andy",Man,NA,NA,NA,NA,"Broughton, Phillip",Man,NA,NA,"Royal, Richard Marc",Man,White,"Wright, Iain David",Man,White,"Allen, Hilary",Woman,White,NA,NA,NA,NA,NA,NA,"Broughton, Phillip",Man,White,"Holt, Michael",Man,White
297,E14000734,Harwich and North Essex,31.33052527,1,1,England,East of England,County,Conservative,58.50687315,30.43546274,5.449639233,NA,NA,3.294812381,2.037504155,0.275708336,28.07141041,71.73254411,29921,15565,2787,NA,NA,1685,1042,51141,83,71294,NA,7.462109362,10.72122422,-1.933908835,NA,NA,-14.18123651,-2.343896572,Conservative,51.04476379,19.71423852,7.383548067,NA,NA,17.47604889,4.381400727,NA,31.33052527,69.89753211,24722,9548,3576,NA,NA,8464,2122,NA,48432,166,69290,NA,4.104763793,-0.23576148,-16.19645193,NA,NA,12.31604889,2.521400727,Conservative,46.94,19.95,23.58,NA,NA,5.16,1.86,2.17,23.4,69.3,23001,9774,11554,NA,NA,2527,909,1065,49000,70743,58.99558448,41.00441552,"Jenkin, Bernard",Man,"Scott, Rosalind",Woman,"Graham, Dominic",Man,NA,NA,NA,NA,"Hammond, Aaaron",Man,"Roberts, Blake",Man,"Jenkin, Bernard Christison",Man,White,"Carlsson Browne, Edward Bengt",Man,White,"Graham, Dominic Charles",Man,White,NA,NA,NA,NA,NA,NA,"Hughes, Mark James",Man,White,"Flossman, Christopher Michael",Man,White
298,E14000735,Hastings and Rye,9.417401378,1,1,England,South East,County,Conservative,46.86849505,46.23671621,3.441916518,NA,NA,2.700580652,NA,0.752291568,0.631778841,69.92683768,25668,25322,1885,NA,NA,1479,NA,54766,97,78319,NA,2.322380024,11.10800256,0.272674269,NA,NA,-10.62437468,-3.830973747,Conservative,44.54611503,35.12871365,3.169242249,NA,NA,13.32495533,3.830973747,NA,9.417401378,67.81676543,22686,17890,1614,NA,NA,6786,1951,NA,50927,124,75095,NA,3.456115027,-1.961286351,-12.54075775,NA,NA,10.52495533,3.830973747,Conservative,41.09,37.09,15.71,NA,NA,2.8,NA,2.63,4,63.9,20468,18475,7825,NA,NA,1397,NA,1310,49814,77529,55.93723936,44.06276064,"Rudd, Amber",Woman,"Chowney, Peter",Man,"Perry, Nicholas",Man,NA,NA,NA,NA,"Sheridan, Michael",Man,NA,NA,"Rudd, Amber",Woman,White,"Owen, Sarah Mei Li",Woman,BME,"Perry, Nick",Man,White,NA,NA,NA,NA,NA,NA,"Michael, Andrew",Man,BME,"Bowers, Jake",Man,White
299,E14000736,Havant,31.05202106,1,1,England,South East,Borough,Conservative,59.75730881,25.30552317,6.047847303,NA,NA,4.342099581,2.4225936,2.124627542,34.45178564,63.90782393,27676,11720,2801,NA,NA,2011,1122,46314,76,72470,NA,8.095401069,9.357901146,-0.486015461,NA,NA,-16.2677871,-2.824127199,Conservative,51.66190774,15.94762202,6.533862764,NA,NA,20.60988668,5.2467208,NA,31.05202106,63.52004308,23159,7149,2929,NA,NA,9239,2352,NA,44828,148,70573,NA,0.561907736,-1.762377978,-16.86613724,NA,NA,14.65988668,5.2467208,Conservative,51.1,17.71,23.4,NA,NA,5.95,NA,NA,27.7,63,22433,7777,10273,NA,NA,2611,NA,NA,43903,69671,62.61790804,37.38209196,"Mak, Alan",Man,"Giles, Graham",Man,"Gray, Paul",Man,NA,NA,NA,NA,"Perry, John",Man,"Dawes, Tim",Man,"Mak, Alan",Man,BME,"Giles, Graham William",Man,White,"Sollitt, Steve",Man,White,NA,NA,NA,NA,NA,NA,"Perry, John",Man,White,"Dawes, Tim",Man,White
300,E14000737,Hayes and Harlington,-34.84552557,1,-1,England,London,Borough,Labour,28.62014142,66.51604535,1.25726957,NA,NA,2.412032969,1.19451069,NA,37.89590394,65.24267074,13681,31796,601,NA,NA,1153,571,47802,118,73268,NA,3.888696104,6.939074473,-0.713611112,NA,NA,-9.546418735,-0.567740731,Labour,24.73144531,59.57697088,1.970880682,NA,NA,11.9584517,1.76225142,NA,34.84552557,60.17576195,11143,26843,888,NA,NA,5388,794,NA,45056,142,74874,NA,-4.708554688,4.746970881,-6.769119318,NA,NA,11.9584517,0.94225142,Labour,29.44,54.83,8.74,NA,NA,NA,0.82,3.56,25.4,60.7,12553,23377,3726,NA,NA,NA,348,1520,42637,74197,58.24500129,41.75499871,"Smith, Greg",Man,"McDonnell, John",Man,"Newton Dunn, Bill",Man,NA,NA,NA,NA,"Dixon, Cliff",Man,"Bowman, John",Man,"Lewis, Pearl",Woman,White,"McDonnell, John",Man,White,"Khalsa, Satnam Kaur",Woman,BME,NA,NA,NA,NA,NA,NA,"Dixon, Cliff",Man,White,"Munro, Alick",Man,White
301,E14000738,Hazel Grove,15.15999907,1,1,England,North West,County,Conservative,45.42508837,20.47493882,32.93075319,NA,NA,NA,1.169219614,NA,12.49433518,69.86670044,20047,9036,14533,NA,NA,NA,516,44132,114,63166,NA,4.049767332,2.927101063,6.71543123,NA,NA,-12.22379046,-1.468509163,Conservative,41.37532104,17.54783776,26.21532196,NA,NA,12.22379046,2.637728777,NA,15.15999907,68.49503946,17882,7584,11330,NA,NA,5283,1140,NA,43219,127,63098,Conservative gain from Liberal Democrat,7.755321039,5.077837757,-22.58467804,NA,NA,7.103790463,2.637728777,Liberal Democrat,33.62,12.47,48.8,NA,NA,5.12,NA,NA,15.2,66.6,14114,5234,20485,NA,NA,2148,NA,NA,41981,62300,52.20859153,47.79140847,"Wragg, William",Man,"Mishra, Nav",Man,"Smart, Lisa",Woman,NA,NA,NA,NA,NA,NA,"Lee, Robbie",Man,"Wragg, William Peter",Man,White,"Taylor, Michael Stewart",Man,White,"Smart, Lisa",Woman,White,NA,NA,NA,NA,NA,NA,"Palmer, Darran John",Man,White,"Reid, Graham Douglas",Man,White
302,E14000739,Hemel Hempstead,29.05325086,1,1,England,East of England,County,Conservative,54.96155465,36.89606365,6.183772618,NA,NA,NA,1.958609082,-1.42109E-14,18.06549099,70.25734059,28735,19290,3233,NA,NA,NA,1024,52282,151,74415,NA,2.083429205,13.07118908,1.344250526,NA,NA,-14.60520218,-1.385939908,Conservative,52.87812544,23.82487458,4.839522092,NA,NA,14.60520218,3.34454899,0.507726714,29.05325086,66.51790501,26245,11825,2402,NA,NA,7249,1660,NA,49633,194,74616,NA,2.908125441,3.014874579,-18.03047791,NA,NA,12.07520218,3.34454899,Conservative,49.97,20.81,22.87,NA,NA,2.53,NA,3.26,27.1,68,24721,10295,11315,NA,NA,1254,NA,1615,49471,72753,55.48656199,44.51343801,"Penning, Mike",Man,"Tattershall, Mandi",Woman,"Symington, Sally",Woman,NA,NA,NA,NA,NA,NA,"Hassan, Sherief",Man,"Penning, Michael",Man,White,"Breslin, Tony",Man,White,"Martins, Rabi",Man,White,NA,NA,NA,NA,NA,NA,"Koch, Howard",Man,White,"Borgars, Alan Edmund",Man,White
303,E14000740,Hemsworth,-28.48181861,1,-1,England,Yorkshire and The Humber,County,Labour,33.88037611,56.02472575,1.985025248,NA,NA,5.639474142,NA,2.470398746,22.14434964,63.92653402,15566,25740,912,NA,NA,2591,NA,45944,83,71870,NA,11.02040346,4.682934497,-1.214993617,NA,NA,-14.5581394,NA,Labour,22.85997265,51.34179126,3.200018865,NA,NA,20.19761355,0,2.400603688,28.48181861,58.3188932,9694,21772,1357,NA,NA,8565,NA,NA,42406,167,72714,NA,-1.460027355,4.571791256,-9.729981135,NA,NA,20.19761355,NA,Labour,24.32,46.77,12.93,NA,NA,NA,NA,6.98,22.4,60.4,10662,20506,5667,NA,NA,NA,NA,3059,43840,72554,68.12554559,31.87445441,"Jordan, Mike",Man,"Trickett, Jon",Man,"Macqueen, Joan",Woman,NA,NA,NA,NA,"Dews, David",Man,NA,NA,"Pearson, Christopher James",Man,White,"Trickett, Jon Hedley",Man,White,"Macqueen, Mary",Woman,White,NA,NA,NA,NA,NA,NA,"Ashton, Steve",Man,White,NA,NA,NA
304,E14000741,Hendon,7.503526093,1,1,England,London,Borough,Conservative,48.02834435,45.97529446,3.801589582,NA,NA,1.087810016,1.106961601,1.42109E-14,2.05304989,68.23527874,25078,24006,1985,NA,NA,568,578,52215,115,76522,NA,-0.990394321,4.460081883,1.609367135,NA,NA,-4.140882307,-0.93817239,Conservative,49.01873867,41.51521257,2.192222446,NA,NA,5.228692323,2.045133992,NA,7.503526093,65.92282659,24328,20604,1088,NA,NA,2595,1015,NA,49630,135,75285,NA,6.678738666,-0.594787427,-10.16777755,NA,NA,3.158692323,0.925133992,Conservative,42.34,42.11,12.36,NA,NA,2.07,1.12,NA,0.2,58.8,19635,19529,5734,NA,NA,958,518,NA,46374,72943,41.57417525,58.42582475,"Offord, Matthew",Man,"Katz, Mike",Man,"Hill, Alasdair",Man,NA,NA,NA,NA,"Warsame, Sabriye",Man,"Legarda, Carmen",Woman,"Offord, Matthew James",Man,White,"Dismore, Andrew",Man,White,"Hill, Alasdair",Man,White,NA,NA,NA,NA,NA,NA,"Shamash, Raymond",Man,BME,"Samuel, Ben",Man,White
305,E14000742,Henley,45.93924252,1,1,England,South East,County,Conservative,59.10611394,20.06164731,14.86015517,NA,NA,2.021051157,3.264505508,0.686526909,39.04446663,76.1350454,33749,11455,8485,NA,NA,1154,1864,57099,119,74997,NA,0.644241251,7.539017146,3.626539411,NA,NA,-8.854102728,-3.642221989,Conservative,58.46187269,12.52263017,11.23361576,NA,NA,10.87515389,6.906727497,NA,45.93924252,70.86444462,32292,6917,6205,NA,NA,6007,3815,NA,55236,162,77946,NA,2.311872692,1.622630169,-13.92638424,NA,NA,7.485153885,4.426727497,Conservative,56.15,10.9,25.16,NA,NA,3.39,2.48,1.91,31,71.4,30054,5835,13466,NA,NA,1817,1328,1020,53520,73123,43.08582018,56.91417982,"Howell, John",Man,"Kavanagh, Oliver",Man,"Coyle, Laura",Woman,NA,NA,NA,NA,"Scott, Tim",Man,"Bennett, Robin",Man,"Howell, John Michael",Man,White,"Juthani, Sam",Man,BME,"Cooper, Sue",Woman,White,NA,NA,NA,NA,NA,NA,"Cooper, Barry",Man,White,"Stevenson, Mark",Man,White
306,E14000743,Hereford and South Herefordshire,35.74073682,1,1,England,West Midlands,County,Conservative,53.49021472,23.75207987,7.043815862,NA,NA,2.283891926,2.416607242,11.01339038,29.73813485,71.01620527,27004,11991,3556,NA,NA,1153,1220,50484,71,71088,NA,0.918109002,10.96667241,-3.540859424,NA,NA,-14.54747697,-4.809835402,Conservative,52.57210572,12.78540745,10.58467529,NA,NA,16.8313689,7.226442643,NA,35.74073682,66.10757502,24844,6042,5002,NA,NA,7954,3415,NA,47257,202,71485,NA,6.34210572,5.535407453,-30.51532471,NA,NA,13.4413689,7.226442643,Conservative,46.23,7.25,41.1,NA,NA,3.39,NA,2.04,5.1,67.7,22366,3506,19885,NA,NA,1638,NA,986,48381,72021,60.41755815,39.58244185,"Norman, Jesse",Man,"Coda, Anna",Woman,"Hurds, Lucy",Woman,NA,NA,NA,NA,"Price, Gwyn",Man,"Toynbee, Diana",Woman,"Norman, Jesse",Man,White,"Coda, Anna",Woman,White,"Hurds, Lucy",Woman,White,NA,NA,NA,NA,NA,NA,"Ely, Nigel",Man,White,"Toynbee, Diana Stella",Woman,White
307,E14000847,North Herefordshire,41.63838161,1,1,England,West Midlands,County,Conservative,61.97460988,18.92301254,11.70655878,NA,NA,NA,5.522450525,1.873368276,43.05159735,74.06089947,31097,9495,5874,NA,NA,NA,2771,50177,116,67751,NA,6.342933393,7.515978406,-0.304352656,NA,NA,-13.99329488,-1.434632539,Conservative,55.63167649,11.40703413,12.01091144,NA,NA,13.99329488,6.957083064,NA,41.63838161,70.69899597,26716,5478,5768,NA,NA,6720,3341,NA,48023,190,67926,NA,3.851676488,4.317034129,-18.98908856,NA,NA,8.31329488,3.737083064,Conservative,51.78,7.09,31,NA,NA,5.68,3.22,NA,20.8,71.5,24631,3373,14744,NA,NA,2701,1533,NA,47568,66946,58.01893429,41.98106571,"Wiggin, Bill",Man,"Page, Roger",Man,"Falconer, Jeanie",Woman,NA,NA,NA,NA,NA,NA,"Chowns, Ellie",Woman,"Wiggin, Bill",Man,White,"Prentice, Sally",Woman,White,"Falconer, Jeanie",Woman,White,NA,NA,NA,NA,NA,NA,"Oakton, Jonathan",Man,White,"Blench, Daisy",Woman,White
308,E14000744,Hertford and Stortford,38.21987668,1,1,England,East of England,County,Conservative,60.31470863,28.58547806,8.07607681,NA,NA,NA,3.023736498,NA,31.72923056,72.85976269,36184,17149,4845,NA,NA,NA,1814,59992,230,82339,NA,4.17632172,10.66696784,0.284261326,NA,NA,-13.38735185,-1.740199035,Conservative,56.13838691,17.91851023,7.791815484,NA,NA,13.38735185,4.763935533,NA,38.21987668,69.81391887,31593,10084,4385,NA,NA,7534,2681,NA,56277,266,80610,NA,2.308386908,4.158510226,-18.15818452,NA,NA,10.28735185,4.763935533,Conservative,53.83,13.76,25.95,NA,NA,3.1,NA,2.34,27.9,70.6,29810,7620,14373,NA,NA,1716,NA,1297,55377,78459,49.23723453,50.76276547,"Prisk, Mark",Man,"Chibah, Katherine",Woman,"Argent, Mark",Man,NA,NA,NA,NA,NA,NA,"Woolcombe, David",Man,"Prisk, Mark",Man,White,"Chibah, Katherine",Woman,White,"Green, Michael",Man,White,NA,NA,NA,NA,NA,NA,"Baker, Adrian Howard",Man,White,"Christophy, Sophie Elizabeth",Woman,White
